Country,Continent,Year,CO2_Emissions,Methane_Emissions,Nitrous_Emissions,GDP,Population
United States,North America,2006,1262.2735074468608,76.71352954708227,71.49576953392597,12225.843503744632,18255838.111618593
United States,North America,2007,961.8850814395277,83.77271519405214,51.16419661481479,42577.33805604518,15146358.904351316
United States,North America,2008,1806.7913061731433,142.90234738488235,73.35985585459723,29388.56210796849,2739384.771469524
United States,North America,2009,1566.4375290069293,85.35684441705551,58.59084512211212,10830.93638520571,38629395.88610598
United States,North America,2010,2771.802403873346,385.50019695060934,154.49434982335092,34287.39209403814,95300087.08534124
United States,North America,2011,1508.923268651908,175.28577102854024,52.731299037404845,36431.3465769242,106787799.5997996
United States,North America,2012,1523.2402275948373,218.8611590430329,45.147047492509465,54763.91898346874,116183286.03916486
United States,North America,2013,1244.1254326465544,84.50949777698402,54.71080364580184,13394.314769347682,14736350.947791323
United States,North America,2014,2198.601691360708,,88.00925058395164,27548.35652213231,46878727.43994668
United States,North America,2015,3950.006093132261,249.57016100330964,186.07035745603372,752.5815154653392,27564079.903494105
United States,North America,2016,753.7701352324525,81.49134127344901,21.098799503367168,24988.14838948782,75795127.11780067
United States,North America,2017,481.7405399144904,30.40061019524444,12.019499765769362,37327.71281173896,5791528.333321075
United States,North America,2018,1151.28796801708,113.81449167868715,53.55166306369464,50060.97161164116,22274716.03750498
United States,North America,2019,812.7417969724911,42.65752461873337,34.30414212330233,32648.600376805665,24219403.611668326
United States,North America,2020,1751.5065941904875,160.98347910974073,102.7245945092524,58152.66916922505,12662167.527941002
United States,North America,2021,1213.8781178038812,117.42833576940414,62.3818495040587,34734.07505385511,90292681.04441167
United States,North America,2022,748.9380927667996,97.1235716797641,21.94810239886375,27560.011191826386,23120720.592978153
United States,North America,2023,929.196883236064,81.22890885086542,34.41306995609478,28586.061686211644,57886419.56783157
United States,North America,2024,,21.641879345304176,8.52736804418425,13548.216323180404,121845676.4160657
Mexico,North America,2000,1097.5168945485434,120.11594359353656,28.367442092269112,55930.464666083884,19342853.921411872
Mexico,North America,2001,1106.0074034505174,157.16038626556994,29.443320503055787,24357.65893154851,23308851.774197944
Mexico,North America,2002,993.1281925956071,51.756678753899465,22.063153555167972,33482.54834439384,2233639.0590491993
Mexico,North America,2003,1247.3393365053748,147.27516744603537,44.586416844234286,,32657767.378893368
Mexico,North America,2004,1188.0072413451842,160.51541566752798,25.826092366468796,28540.701023797657,134658415.44652975
Mexico,North America,2005,1756.8839983083733,,38.59903097222952,13313.827920248732,89557147.65444325
Mexico,North America,2006,1334.62688635977,190.16322672026112,31.98370026895877,43911.57722337271,52721016.91071815
Mexico,North America,2007,852.0379963903259,110.9375522276663,43.60653921060898,30787.001975343654,15391440.70982225
Mexico,North America,2008,1234.6460803799666,127.91773395897208,50.088251652492595,52072.37959489736,98332922.04656488
Mexico,North America,2009,1180.7735900210114,134.556621483473,36.20078572099553,24421.28128018065,57836089.12392913
Mexico,North America,2010,1569.2217216225724,114.95646632856646,54.45273504787101,42957.42020547282,13573738.843855307
Mexico,North America,2011,1320.1723673110832,156.53855993939388,42.080572075571354,49500.66892048438,59132762.09938534
Mexico,North America,2012,,306.6142470321683,153.30464851155884,56159.01789251688,51949657.936914936
Mexico,North America,2013,2381.420854761418,245.93463653996318,107.91814676259105,19538.642650495847,79479196.72974266
Mexico,North America,2014,629.6152749360026,75.22631523690802,34.26918041258676,31055.96281844995,88562354.67336598
Mexico,North America,2015,2540.297067736177,311.36818163763115,59.39145639556272,6419.3961652013895,26652341.35508996
Mexico,North America,2016,584.6211186831853,76.05243623001229,25.575583877391534,39563.00716346544,4946521.428937317
Mexico,North America,2017,646.1129843805815,48.67707671316889,28.17248759805166,19932.895839051285,45600473.57756219
Mexico,North America,2018,4225.216297570224,453.1250885907435,163.2598484634859,34565.5009354539,33601678.661628895
Mexico,North America,2019,2341.8186213848116,232.34428755013593,103.00193589241059,21133.448622133415,59545316.139667735
Mexico,North America,2020,324.6891657740584,19.082274879520355,15.037826564008789,42698.75978765106,1452816.923910273
Mexico,North America,2021,3782.279045786411,315.30506251012514,211.56049961656913,33516.01339048044,43517161.964086294
Mexico,North America,2022,655.3234984931033,53.37216571401114,17.237934649070088,35750.907965302424,79991212.34551473
Mexico,North America,2023,508.13156931683454,44.88426877565534,24.99368515666879,18846.176567811537,11112500.864516014
Mexico,North America,2024,2237.0279757681474,219.08771135624534,78.41762636024208,49934.40885655484,72839699.12832634
Brazil,South America,2000,9514.38686703822,1284.9499900785588,432.7424331479234,52.83438099770865,110212718.07585706
Brazil,South America,2001,9486.93813163166,486.0183885693903,362.1422184758989,5966.106884116121,32582360.705306973
Brazil,South America,2002,8405.769348475178,792.087520594244,269.632667467598,37862.81764219156,43813708.96642769
Brazil,South America,2003,8140.965897569036,1218.7308096934614,449.1208145526296,22923.359495424964,52969288.58583059
Brazil,South America,2004,11791.022848152425,1767.597812879513,549.7846142869882,32073.62148088023,68006654.26879269
Brazil,South America,2005,11108.2068212923,587.6235889956126,329.1708515094959,27305.828792528122,39838804.83284786
Brazil,South America,2006,13574.942683220766,1914.9333080061926,627.8514374101367,26012.418121269315,24122891.63359348
Brazil,South America,2007,14446.143468831695,1597.6353782092253,752.0557184699995,,86680805.99241523
Brazil,South America,2008,8505.539993748747,1106.540008757077,485.76684536888104,32966.85122912778,84460874.83553962
Brazil,South America,2009,20055.438257471218,1083.2971037759032,562.9819116689538,50303.78834354096,34606332.92170546
Brazil,South America,2010,7626.881404199558,499.72317878389015,376.6523458925135,16677.992193995215,12099165.596278543
Brazil,South America,2011,,2678.396774786776,804.5251142699499,35892.41202389878,22027196.95787672
Brazil,South America,2012,15902.413596839797,2201.1257580447163,769.4085666970509,43924.45487352727,250035.64043655046
Brazil,South America,2013,8718.76193143007,1290.400463057891,334.29848153736924,36418.356610423754,20537782.95317972
Brazil,South America,2014,15702.132875197738,1012.9920980560767,908.2267244221762,24858.20773703431,43842890.842286594
Brazil,South America,2015,27514.948889588068,3162.1091528794705,1585.5152621359393,35750.65669773705,23443123.489832755
Brazil,South America,2016,17130.91478290278,1668.8401488935401,424.3105069349373,31040.717026991682,38009529.66585376
Brazil,South America,2017,31927.22411314547,2962.537385851237,1418.829936046087,29612.057280692155,45695410.572877675
Brazil,South America,2018,6414.01468442201,460.2879908194447,279.2164903377443,13239.238305155883,7066235.75303335
Brazil,South America,2019,10527.628348174043,1025.530676516189,305.55088194158253,15568.63325487559,47385422.62254785
Brazil,South America,2020,9447.267733063554,1084.4976655118774,435.49374517547795,39287.5667546309,13037075.805799233
Brazil,South America,2021,41938.381454408554,3906.2171563030984,1888.9256379252395,68965.10589893749,41153987.131263755
Brazil,South America,2022,65510.34670961153,9082.373378847637,3723.757987559873,29148.252084109627,21479620.94178978
Brazil,South America,2023,6123.94794721645,498.7653641815919,327.6023989010627,39983.77854470144,84264350.2222955
Brazil,South America,2024,23463.674663302783,1831.6012775893662,782.8702358886338,25369.90416680381,76777356.27325746
Argentina,South America,2000,,987.3892950834608,403.6973531858925,50457.93344720864,74759249.0985843
Argentina,South America,2001,7320.947730079476,453.6590391251646,253.28117732750493,21847.56738101048,151020750.61237013
Argentina,South America,2002,8073.891917409242,654.7615580279269,383.56316964206246,6585.624705083355,15133831.865118228
Argentina,South America,2003,8011.228593006366,409.1555912667942,227.2169195473769,35169.67839354079,63416300.90539985
Argentina,South America,2004,7019.896486908972,938.0717794675002,418.14238136315396,15447.75720522881,14384782.785727985
Argentina,South America,2005,11279.434875184474,723.6839041297609,427.82698561527263,23361.96432161724,102752278.81353557
Argentina,South America,2006,8707.691618613073,813.105980985361,337.62400082182654,24573.442838337432,17056104.796247914
Argentina,South America,2007,7314.250871270382,398.3700073566739,214.41061854647972,39562.06353976682,3061434.119112839
Argentina,South America,2008,13506.608169804778,1341.5978502809805,315.57667799336934,4702.97773148847,11311473.318197628
Argentina,South America,2009,9911.27338115906,1138.9530391580051,463.9281750123825,27612.22692929909,40169412.03099717
Argentina,South America,2010,5462.18939524346,567.8095732950974,183.19232445759118,35775.56906484152,57826672.137563154
Argentina,South America,2011,10841.21217077074,1465.7487076683021,435.7263061416073,25393.75172498135,7676379.017868896
Argentina,South America,2012,5059.964002123331,425.3359166209324,202.15911419518503,22293.434403447147,14439865.661545923
Argentina,South America,2013,9199.575012513265,1303.890423670011,416.12704087215513,18516.970838554305,75009228.20099817
Argentina,South America,2014,16160.010366308368,848.1147250343356,922.7110322768146,38226.418812446995,39398679.374305226
Argentina,South America,2015,3318.125247899581,168.33329060503038,103.26299181344719,,39492169.64187215
Argentina,South America,2016,3126.508905218393,350.28083562759576,122.24723275201565,26212.23998545553,48172716.891953655
Argentina,South America,2017,1229.17187097243,179.85380772780493,63.032187772502986,13918.004678597112,65719824.13153293
Argentina,South America,2018,57087.5774987698,5366.7386489986375,2404.7657973761134,33531.72552464895,110555807.42498104
Argentina,South America,2019,3350.3697358818176,264.08560586499016,165.34121517417358,5223.612777310991,34053460.3422916
Argentina,South America,2020,7266.118286023528,719.1275391688584,431.76442360758296,33624.89579731257,58748102.98210642
Argentina,South America,2021,19042.546919360248,2463.500305077715,445.4579372937672,20586.186953446206,1830764.1551117832
Argentina,South America,2022,20459.92562914665,2705.9951672399575,439.4552457425928,4716.0402392278775,56901721.99641255
Argentina,South America,2023,449100.4791081436,416.65931486838997,172.04557402037608,36694.83221314596,10329945.215368632
Argentina,South America,2024,2518.3367397328457,327.60327240768925,55.29901916912019,20790.347979106544,102558942.45105322
Chile,South America,2000,8588.346781016991,871.398864429034,404.4380978665234,37067.044400998944,3327382.6417637765
Chile,South America,2001,8583.34908365989,1005.6361729297125,253.26316948820946,6191.704963942349,110546849.75059472
Chile,South America,2002,11308.096999465388,903.4532303959617,493.17788629872337,25342.740357060844,15688852.50796654
Chile,South America,2003,8861.830425903952,609.3338611270709,207.30004610537563,37867.61062929129,44720280.99096532
Chile,South America,2004,10637.835634178697,1594.3385628585297,338.86274671124863,24940.12256897241,22899839.279623933
Chile,South America,2005,11001.023615431153,1647.491335592762,528.4368140664072,4039.925917391727,38219535.14886511
Chile,South America,2006,8612.945759528056,858.6388569244037,218.5507126401854,55018.3141667928,25187034.88910036
Chile,South America,2007,12033.436798664558,622.9334558804168,458.8493450656377,32660.941719554106,90625941.84158002
Chile,South America,2008,8853.666325258722,1291.935200048929,443.3785491981448,16463.65357811231,12882953.066805882
Chile,South America,2009,9900.280889373464,727.7667938087124,326.84499448470285,37231.00253288288,3864065.1915159835
Chile,South America,2010,2731.5113301125734,297.93817635196336,126.02529072022081,19291.87763945274,35841510.55291207
Chile,South America,2011,16608.724736810604,1088.604851892617,913.0243597983839,35776.54679096611,51009429.936246864
Chile,South America,2012,13652.987706562046,1752.8034782694585,512.4710420982695,39376.2780187223,92586250.42825975
Chile,South America,2013,7935.181303199972,1043.1894394296942,445.18080133109424,23468.887905840566,6044841.454400995
Chile,South America,2014,19299.81131491016,1161.644366771757,890.0471801388055,23628.39408310363,45703861.193489954
Chile,South America,2015,9637.303606328223,516.4079280667103,562.7316107387782,17599.42429624658,9120816.69807229
Chile,South America,2016,1707.920422380573,96.58809775669525,65.25061075340474,26983.430182217544,85648294.58301318
Chile,South America,2017,9792.308132498472,598.8979259845963,346.453576552851,45737.60432162024,18797940.80574524
Chile,South America,2018,,432.4792658051204,192.84606247187767,39712.27036064211,29317660.410235163
Chile,South America,2019,23787.942704090212,3241.7365361432503,476.93213489715754,26839.649784552646,30794546.205206536
Chile,South America,2020,2590.1446949865153,241.2271740529926,132.67561759457118,14665.795775290057,25191053.153833386
Chile,South America,2021,40305.56670472364,2992.6192159846983,1579.7579860971318,16156.703371570986,103058943.33601645
Chile,South America,2022,17970.35166529106,2570.4514594699904,394.31932205315263,13206.961870942108,52390685.836135514
Chile,South America,2023,14461.276281281876,791.5726932495187,369.1705681385188,34172.15589681941,37905954.245255455
Chile,South America,2024,33908.911424104095,1801.5245580068731,828.2312211405838,3709.0283301128366,80087269.88257536
Germany,Europe,2000,5713.659901785234,771.0214552727272,115.356826298072,43962.57339525794,119879726.12171574
Germany,Europe,2001,5975.430536576195,760.634894021312,323.9858220354485,30171.769375059816,15036764.80573718
Germany,Europe,2002,5367.6348344781945,592.2779538294631,318.76226214551474,47040.73025333142,16042519.890456377
Germany,Europe,2003,6858.180505595437,891.0240850842576,301.9612761676578,48744.979005656656,61768557.14306387
Germany,Europe,2004,7132.068489945344,412.31086540614,151.15271474821952,3245.83305428725,34181053.87052786
Germany,Europe,2005,5494.010611209462,673.117016543152,265.49064272619125,55934.93011328555,97961030.01478061
Germany,Europe,2006,6932.861619330276,758.3375824477426,173.60615989539704,33041.95915346669,24673568.52309915
Germany,Europe,2007,7511.17685795796,756.5953629312996,448.1992768355238,29232.043322751048,26013521.807159577
Germany,Europe,2008,13155.777257594864,1426.9266906806463,329.8995199394323,33731.80964701624,32210618.905209906
Germany,Europe,2009,6240.837298556995,700.092154117897,193.01341853940795,18808.5261502123,32515776.946157318
Germany,Europe,2010,8920.896841892973,1038.054332031253,476.82021512359506,28159.730437573093,79785069.29499617
Germany,Europe,2011,12397.6256903668,1703.295533731162,373.7460179387417,17324.320080462734,24184941.367903028
Germany,Europe,2012,8859.647679894615,1043.330506602264,434.3954840116745,46499.694755131255,23388567.173441395
Germany,Europe,2013,3261.568712638174,299.8270058769449,132.365293536112,26968.75131915894,1105294.5961172078
Germany,Europe,2014,8958.278653580328,813.3771499873312,212.8744874253718,34671.79251455159,9900370.99353976
Germany,Europe,2015,9191.896972103537,596.8980341682693,537.3765445742905,22781.383142018818,101888846.99582312
Germany,Europe,2016,3068.7708622589594,297.6096707823771,151.41252887469233,30436.649198650037,31545863.901634946
Germany,Europe,2017,7251.524962408864,900.433754711659,357.10453067269447,35939.008116462355,108071910.09017867
Germany,Europe,2018,2931.875725075808,411.6275210180122,160.14755915461808,16584.809308837066,13686899.748848002
Germany,Europe,2019,30089.491334896666,3741.930240998102,629.64077371442,,31778823.849231243
Germany,Europe,2020,44181.08332722064,6130.439388293247,1581.0287054152343,35482.11708964252,188942683.96837676
Germany,Europe,2021,20434.9618889497,1857.8240794483313,900.5890058545392,24572.511943734877,5512490.854939543
Germany,Europe,2022,23038.98091718044,,823.9725483952258,30209.778327979388,46829156.330271736
Germany,Europe,2023,14476.492848443324,1215.2693705232443,842.4730465964916,15269.708702545491,42114956.77797056
Germany,Europe,2024,8578.895338396416,1184.7763747955605,267.01412200035173,42465.47786501962,37108758.31854534
France,Europe,2000,5244.022398596798,398.25195305839424,114.35600146421538,14881.60575564683,66214133.8728114
France,Europe,2001,5365.422138104324,534.1312917563196,131.0648309425339,29815.210606060333,18951634.110682297
France,Europe,2002,5400.70271099763,,302.79403833616027,44214.744147724494,25555245.04587791
France,Europe,2003,4659.923812471151,266.46476090276155,118.88277142040614,48674.210679696684,8433028.088024475
France,Europe,2004,3363.502100102164,452.6590893878609,150.24847014514387,,9580568.637263678
France,Europe,2005,5844.781434344218,385.9379464490537,316.07015284613556,19859.74041477947,13115897.973777153
France,Europe,2006,6787.771226181749,591.3863580762777,245.67793965608544,31538.297755894004,22627875.50409163
France,Europe,2007,10181.056340054101,1467.638831682776,252.75707833077843,26618.52826157851,33850822.248511404
France,Europe,2008,6314.7136922372,850.2626448011829,171.63191572041873,35955.49950023237,57779104.43250624
France,Europe,2009,4742.450296428902,573.9527713827506,256.34549634528514,51544.52634844936,56470670.35628611
France,Europe,2010,12207.809773169436,909.233401064627,322.89855244126863,16994.921155148608,35961293.0563696
France,Europe,2011,4770.185832854552,485.44345714879364,189.0153537795324,27454.203053694328,50689615.8595107
France,Europe,2012,5796.80892177429,366.21620516827625,145.07415217360023,36724.86098959739,88265376.77735886
France,Europe,2013,18617.399419794114,1235.4075778068993,785.2197641667827,12737.032362216494,25606162.87921897
France,Europe,2014,13003.159291316751,804.8348493442844,736.9402214420368,43295.90939351929,54538335.449690945
France,Europe,2015,16638.464143323545,1498.2125756824598,686.7599892342336,35037.61885399536,116529718.7926388
France,Europe,2016,9693.446227172139,1203.5524677253027,375.6246461071132,36776.52901411476,53876466.86333976
France,Europe,2017,2708.3744169618167,148.98948849747282,91.26178268113908,22739.54802640986,142146015.62014925
France,Europe,2018,7477.077900830363,967.2612540409586,212.93360355618404,31965.406742901294,20117199.034540065
France,Europe,2019,6895.477631829192,346.3658905643456,411.899563074905,26162.51892988765,7109604.699871838
France,Europe,2020,18905.310976760153,1189.2008844755721,493.29757255903417,28407.271040661355,41156100.92030831
France,Europe,2021,14857.276669514291,1217.043467602159,728.7078965624069,46570.18823103795,9383156.38976347
France,Europe,2022,1663.8369351607478,161.8553903808828,96.50660829903047,7039.271141149402,41474085.77318031
France,Europe,2023,18676.780445603796,2513.90877006704,403.60801943097147,8935.963528638764,46552007.74980977
France,Europe,2024,5892.389238140391,683.5146289752831,189.14104689588012,52189.11766011345,119718502.73001795
United Kingdom,Europe,2000,7398.181591231954,785.5529261613692,360.966907836106,31817.66923949193,36538209.39557722
United Kingdom,Europe,2001,7850.858985854896,900.5498933874258,264.53074715281303,23782.904012462124,61695518.886687115
United Kingdom,Europe,2002,7699.327074242128,455.587414264917,359.55547096754776,24377.378056535854,67812408.1814903
United Kingdom,Europe,2003,8296.579139165045,685.7511292453422,231.577384874984,22488.828843646257,52754767.159259185
United Kingdom,Europe,2004,6488.940380073592,757.8103564683677,163.35590836306866,25892.242416806443,13158401.617970355
United Kingdom,Europe,2005,9486.538606964861,1114.418360944153,535.1648272765544,36147.42685993039,60806733.400111906
United Kingdom,Europe,2006,4330.30828525516,629.1602203116424,192.2761642472269,30540.89890196693,29768351.388782732
United Kingdom,Europe,2007,12057.931884640679,1779.9055587944877,433.92934224159654,22494.583839046503,54258055.627286896
United Kingdom,Europe,2008,7028.0048040517395,966.4262912518733,312.1073525226775,21633.429810158646,70283931.96212505
United Kingdom,Europe,2009,11863.384800820098,975.4260927827102,495.6751854599259,40478.49518057257,35096294.36863287
United Kingdom,Europe,2010,6162.06186204047,458.58372527592786,348.1988495842743,38138.9169493794,17781258.37006989
United Kingdom,Europe,2011,11617.149654593428,1446.3252873683255,587.6731382985863,31644.716318610128,152256507.2529458
United Kingdom,Europe,2012,4055.3342573799164,300.1864975879819,185.70497989565231,36167.578770239445,35917395.66941023
United Kingdom,Europe,2013,12667.349266507254,1152.706473801702,364.240309445543,23152.932836629163,86611728.60896239
United Kingdom,Europe,2014,6228.425962268223,316.096997912523,208.31094415275456,36825.3558052128,102256297.8463267
United Kingdom,Europe,2015,,1198.5662808169754,231.63822135450343,26560.610196715377,49639712.98607639
United Kingdom,Europe,2016,4882.118612124347,319.27277781537475,180.20882715204948,72138.16291844254,670745.7464549656
United Kingdom,Europe,2017,32909.46995491077,,839.8464051387422,36488.916775892285,33095824.183997963
United Kingdom,Europe,2018,11644.41779873792,1354.7735816477987,284.9830602762737,6845.621962168778,62662244.164061345
United Kingdom,Europe,2019,8314.571372161512,874.846668521921,332.837662934848,41923.98379373441,39018197.15131991
United Kingdom,Europe,2020,5717.4681338240825,857.289698514696,232.46296975580557,53687.78254472448,54727832.76614267
United Kingdom,Europe,2021,29850.623375041574,2442.7552794972166,1147.7073774352298,39211.48765668935,59917352.35374414
United Kingdom,Europe,2022,19891.47664547918,1697.414683216146,1024.3823037652262,9662.79043310169,9729972.756252749
United Kingdom,Europe,2023,48489.74211853121,3983.6538270454007,2422.1999023327426,25924.884244690616,27612442.063838374
United Kingdom,Europe,2024,8952.652278325302,576.4690654981179,493.8529300872433,47005.207181350524,11936478.749827724
Italy,Europe,2000,5361.708132075905,296.39903310462813,107.34541683398731,18752.799925732237,18208531.891257357
Italy,Europe,2001,5419.567464826332,624.4737835101013,286.8311104516683,28523.309965381806,17805194.491133116
Italy,Europe,2002,4490.206728722995,594.1103026536904,186.6025323852322,19712.209857350357,99085379.66888984
Italy,Europe,2003,5552.989021803521,687.3476240273916,168.2448965867814,30558.41754632365,25560177.61437495
Italy,Europe,2004,5808.006569701642,560.286567433277,201.63176439523542,23.186166580180725,2841458.4471943057
Italy,Europe,2005,5940.867878738021,367.68646064535255,139.24974885126124,24236.311306791446,80952184.66208811
Italy,Europe,2006,8114.840373681325,729.1237824188623,483.7705770502988,34089.67895148193,1925848.6608558164
Italy,Europe,2007,7793.917838876275,695.9330906016203,428.69173075858026,52094.30358284361,92543606.42700432
Italy,Europe,2008,3530.667042186749,,163.26847773015712,26180.877453509547,45366282.38865236
Italy,Europe,2009,4104.289124080034,431.3233428915502,218.10962777783206,57026.1292162072,9412529.115767537
Italy,Europe,2010,5460.139852309064,601.466320590299,215.3898661654632,28246.79720387214,19892599.162201285
Italy,Europe,2011,6367.859297205062,844.767527635801,270.30876717088387,32229.40642954246,48310479.88919687
Italy,Europe,2012,8671.197563207805,706.4854907119949,369.07916637540615,17996.824550972247,61642895.73036533
Italy,Europe,2013,6889.0654919060435,490.69238578613323,384.27524148002664,35480.45613095652,60648269.02372995
Italy,Europe,2014,6420.057596293363,622.7173002511609,250.66261188576672,26150.188254003708,67506090.60684723
Italy,Europe,2015,28073.119504381022,3048.0988165498666,780.9790358872175,16102.00333264274,104245939.33669254
Italy,Europe,2016,3138.6604300428157,221.89863451922065,115.84595203293972,36303.40064211879,24880164.669445183
Italy,Europe,2017,4327.3621780260155,355.01558298052987,148.99258337785767,16807.355570115862,144081643.8638031
Italy,Europe,2018,9937.782135122558,1103.5758663549595,280.40060393990507,27210.649842209266,5677699.068517746
Italy,Europe,2019,554.2527230037514,33.66547424834725,13.641854154368577,3746.7566692741093,29767948.71490514
Italy,Europe,2020,28046.665729784087,3517.8133913852957,1480.6495149683938,36164.73865351313,69127941.28575797
Italy,Europe,2021,3147.607438295676,283.68283051474964,103.7371675133066,21350.290616494603,57977018.530808315
Italy,Europe,2022,15138.108733996063,1014.769787847937,895.3489779265609,12238.075021525918,34325277.09607308
Italy,Europe,2023,449100.4791081436,1322.1692610652651,306.2050378306001,38558.05554207728,60909535.73326504
Italy,Europe,2024,50107.716242897644,6845.438628079986,2183.3558786744143,55253.79314307034,3451174.7722142623
Spain,Europe,2000,4343.614086689178,619.7335627328539,248.93766956252927,27426.53234675478,47969161.76528045
Spain,Europe,2001,4640.56509776548,495.58183164354995,178.5351452111756,34529.56113778907,6269576.100398772
Spain,Europe,2002,4244.936036333747,359.0073174419376,149.18280740700888,56094.72062896517,5888376.06485395
Spain,Europe,2003,5320.618983787213,473.05448417471626,152.07158488237246,23292.6351400508,27522058.122420866
Spain,Europe,2004,4596.090531234727,609.8046413247763,262.43766274456993,39753.73508367546,59677734.74527833
Spain,Europe,2005,6895.790059172495,996.800169484497,246.17549434029615,35595.78477651267,1180034.4629106333
Spain,Europe,2006,4925.312801847059,265.2487803600028,232.55727420428326,35455.47225514444,19098543.594778895
Spain,Europe,2007,7428.809873987993,1004.483063108636,296.0878412863756,41937.57982829661,33023422.405868404
Spain,Europe,2008,5611.08444315961,466.1217998801812,309.4543639102495,60052.64115602013,71209980.98979314
Spain,Europe,2009,5592.862409822589,369.4579541824326,285.2153795522863,1937.9683380002643,42882021.04605803
Spain,Europe,2010,7947.259376066177,1163.1449180029624,430.9455824915868,12638.030516498668,18267559.740438174
Spain,Europe,2011,5558.543074874836,486.07454581760317,133.65098063703238,39214.05657535596,67692753.4966841
Spain,Europe,2012,4747.956298118956,703.7156346423396,210.27965939054508,48493.52901154045,108899714.03642863
Spain,Europe,2013,4494.128879679841,277.9165178880791,232.75103506264037,19873.290717848082,50197701.03678057
Spain,Europe,2014,8404.133722093686,1155.008886909195,176.14067737079634,35640.66554433917,44252773.9563718
Spain,Europe,2015,13687.234799909105,907.999796425648,639.6486869286006,29666.28307726184,48144217.26699249
Spain,Europe,2016,7127.621870951038,685.4827804540749,291.4487131819202,6166.536537319123,23809535.28351702
Spain,Europe,2017,11164.378820242415,942.4310773227043,266.5205836242455,43148.1540612228,43504771.709864326
Spain,Europe,2018,8890.974134455828,1310.9004504959528,206.53209413881262,39868.32015649769,165537276.36091632
Spain,Europe,2019,5179.839662162449,481.2206350592071,192.91304983178964,36584.865440833426,3664230.40268959
Spain,Europe,2020,2284.3823537947446,333.2245731677875,49.379138494853024,19015.719278968863,75796515.11397992
Spain,Europe,2021,5882.047817615498,320.63910003492896,337.8352051241955,10621.76597652465,47631360.19585862
Spain,Europe,2022,,3163.6657734988285,1997.1230291586394,22393.42079357637,9483001.332744531
Spain,Europe,2023,5134.7927425066,485.24615800164975,115.65959845244349,4001.8634518652543,73100002.5206067
Spain,Europe,2024,4450.740734572391,349.84927456017675,260.7018171647768,49929.46600274154,92281748.00859365
